Course_Original,Course_Number,Section,Title,Quarter,Year,Day and Time,Instructor,Total Enrollment after  Phase 1,Seats Available after Phase 1,Phase 1 Price,Total Enrollment after  Phase 2,Seats Available after Phase 2,Phase 2 Price,Total Enrollment after  Phase 25,Seats Available after Phase 25,Phase 25 Price,Total Enrollment after  Phase 1 New Students,Seats Available after Phase 1 New Students,Phase 1 New Students Price,Total Enrollment after  Phase 2 New Students,Seats Available after Phase 2 New Students,Phase 2 New Students Price,Total Enrollment after  Phase 3,Seats Available after Phase 3,Phase 3 Price
42119-81,42119,81,Culture as a Competitive Business Advantage,Spring,2024,"Thursday, 6:00 pm - 9:00 pm","Grotto, Elena; Joy, Felicia",26.0,39,0.0,24.0,41,0.0,,,,24.0,41,0.0,24.0,41,0.0,20.0,45,0.0
42124-01,42124,01,Storytelling and Narratives in Business,Spring,2024,"Thursday, 01:30 pm - 04:30 pm","Rolnik, Guy",65.0,CLO,4200.0,65.0,CLO,8067.0,,,,,,,,,,65.0,CLO,12001.0
42124-81,42124,81,Storytelling and Narratives in Business,Spring,2024,"Wednesday, 6:00 pm - 9:00 pm","Rolnik, Guy",65.0,CLO,400.0,65.0,CLO,2435.0,,,,65.0,CLO,0.0,65.0,CLO,0.0,65.0,CLO,6481.0
42124-85,42124,85,Storytelling and Narratives in Business,Spring,2024,"Saturday, 9:00 am - 12:00 pm","Rolnik, Guy",44.0,21,0.0,50.0,15,0.0,,,,52.0,13,0.0,51.0,14,0.0,65.0,2,0.0
42127-01,42127,01,"Pivot for Success – Hone the Vision, Shift the Strategy, Make the Right Moves in Today’s Marketplace",Spring,2024,"Tuesday, 01:30 pm - 04:30 pm","Hilliard, Amy",18.0,47,0.0,25.0,40,0.0,,,,26.0,39,0.0,26.0,39,0.0,25.0,40,0.0
42131-81,42131,81,Leadership in the Emerging Ecosystem Economy,Spring,2024,"Monday, 6:00 pm - 9:00 pm","Atluri, Venkat; Therivel, Laurent",30.0,35,0.0,26.0,39,0.0,,,,27.0,38,0.0,27.0,38,0.0,22.0,43,0.0
30000-01,30000,01,Financial Accounting,Winter,2024,"Monday, 01:30 pm - 04:30 pm","Tomy, Rimmy",45.0,20,0.0,45.0,20,0.0,,,,,,,,,,47.0,18,0.0
30000-02,30000,02,Financial Accounting,Winter,2024,"Tuesday, 01:30 pm - 04:30 pm","Tomy, Rimmy",57.0,8,0.0,62.0,3,0.0,,,,,,,,,,65.0,CLO,113.0
30000-81,30000,81,Financial Accounting,Winter,2024,"Monday, 6:00 pm - 9:00 pm","Tomy, Rimmy",23.0,42,0.0,21.0,44,0.0,,,,46.0,19,0.0,45.0,20,0.0,51.0,14,0.0
30000-85,30000,85,Financial Accounting,Winter,2024,"Saturday, 1:30 pm - 4:30 pm","Heltzer, Wendy",10.0,55,0.0,10.0,55,0.0,,,,25.0,40,0.0,25.0,40,0.0,28.0,37,0.0
30001-01,30001,01,Cost Analysis and Internal Controls,Winter,2024,"Monday, 08:30 am - 11:30 am","Costello, Anna",20.0,45,0.0,41.0,28,0.0,,,,,,,,,,48.0,17,0.0
30001-02,30001,02,Cost Analysis and Internal Controls,Winter,2024,"Monday, 01:30 pm - 04:30 pm","Costello, Anna",57.0,8,0.0,65.0,CLO,1012.0,,,,,,,,,,65.0,CLO,200.0
30001-85,30001,85,Cost Analysis and Internal Controls,Winter,2024,"Saturday, 9:00 am - 12:00 pm","Costello, Anna",22.0,43,0.0,20.0,45,0.0,,,,21.0,44,0.0,21.0,44,0.0,27.0,38,0.0
30118-01,30118,01,Taxes and Business Strategy,Winter,2024,"Tuesday, 01:30 pm - 04:30 pm","Weiss, Ira",65.0,CLO,2618.0,65.0,CLO,4009.0,,,,65.0,CLO,0.0,65.0,CLO,0.0,65.0,CLO,0.0
30118-81,30118,81,Taxes and Business Strategy,Winter,2024,"Tuesday, 6:00 pm - 9:00 pm","Weiss, Ira",39.0,26,0.0,40.0,25,0.0,,,,40.0,25,0.0,40.0,25,0.0,65.0,CLO,670.0
30130-01,30130,01,Financial Statement Analysis,Winter,2024,"Monday,Wednesday, 10:10 am - 11:30 am","Minnis, Michael",65.0,29,0.0,65.0,4,0.0,,,,,,,,,,61.0,8,0.0
30130-02,30130,02,Financial Statement Analysis,Winter,2024,"Wednesday, 01:30 pm - 04:30 pm","Minnis, Michael",65.0,CLO,2000.0,65.0,CLO,8653.0,,,,,,,,,,65.0,CLO,3380.0
30130-81,30130,81,Financial Statement Analysis,Winter,2024,"Wednesday, 6:00 pm - 9:00 pm","Minnis, Michael",43.0,22,0.0,42.0,23,0.0,,,,45.0,20,0.0,45.0,20,0.0,65.0,CLO,164.0
30131-01,30131,01,Advanced Financial Analysis and Valuation for Global Firms,Winter,2024,"Tuesday, 01:30 pm - 04:30 pm","Leuz, Christian",65.0,CLO,1001.0,65.0,CLO,0.0,,,,,,,,,,65.0,CLO,3391.0
30131-02,30131,02,Advanced Financial Analysis and Valuation for Global Firms,Winter,2024,"Wednesday, 01:30 pm - 04:30 pm","Leuz, Christian",65.0,1,0.0,65.0,CLO,5000.0,,,,,,,,,,65.0,CLO,3002.0
30131-81,30131,81,Advanced Financial Analysis and Valuation for Global Firms,Winter,2024,"Tuesday, 6:00 pm - 9:00 pm","Leuz, Christian",21.0,44,0.0,26.0,39,0.0,,,,27.0,38,0.0,28.0,37,0.0,61.0,7,0.0
30600-60,30600,60,Workshop in Accounting Research,Winter,2024,"Thursday, 01:20 pm - 02:50 pm","McClure, Charles; Muhn, Maximilian",4.0,61,0.0,6.0,59,0.0,,,,,,,,,,7.0,58,0.0
30906-50,30906,50,Contracting on Accounting Information,Winter,2024,"Tuesday, 9:00 am - 12:00 pm","Nikolaev, Valeri",3.0,17,0.0,3.0,17,0.0,,,,,,,,,,3.0,17,0.0
30931-50,30931,50,Research Seminar in Accounting,Winter,2024,"Thursday, 10:00 am - 11:30 am","Muhn, Maximilian; Rauter, Thomas; Zakolyukina, Anastasia",4.0,16,0.0,4.0,16,0.0,,,,,,,,,,4.0,16,0.0
31403-01,31403,01,Leadership Studio,Winter,2024,"Wednesday, 01:30 pm - 04:30 pm","Davis, Harry; Tennant, Nancy",30.0,CLO,3595.0,30.0,CLO,5000.0,,,,,,,,,,30.0,CLO,0.0
31403-81,31403,81,Leadership Studio,Winter,2024,"Tuesday, 6:00 pm - 9:00 pm","Davis, Harry; Tennant, Nancy",19.0,11,0.0,19.0,11,0.0,,,,21.0,9,0.0,21.0,9,0.0,30.0,CLO,3003.0
32100-01,32100,01,Data Analysis with R and Python,Winter,2024,"Thursday, 08:30 am - 11:30 am","Lu, Haihao",35.0,1,0.0,35.0,CLO,3115.0,,,,35.0,CLO,0.0,35.0,CLO,0.0,35.0,CLO,4651.0
32100-02,32100,02,Data Analysis with R and Python,Winter,2024,"Thursday, 01:30 pm - 04:30 pm","Lu, Haihao",35.0,CLO,302.0,35.0,CLO,2257.0,,,,35.0,CLO,0.0,35.0,CLO,0.0,35.0,CLO,10000.0
32100-81,32100,81,Data Analysis with R and Python,Winter,2024,"Wednesday, 6:00 pm - 9:00 pm","Lu, Haihao",16.0,19,0.0,18.0,17,0.0,,,,19.0,16,0.0,20.0,15,0.0,31.0,5,0.0
33001-01,33001,01,Microeconomics,Winter,2024,"Monday, 01:30 pm - 04:30 pm","Rappoport, Daniel",64.0,1,0.0,65.0,CLO,561.0,,,,,,,,,,61.0,4,0.0
33001-81,33001,81,Microeconomics,Winter,2024,"Monday, 6:00 pm - 9:00 pm","Rappoport, Daniel",6.0,59,0.0,7.0,58,0.0,,,,11.0,54,0.0,9.0,56,0.0,12.0,53,0.0
33001-85,33001,85,Microeconomics,Winter,2024,"Saturday, 9:00 am - 12:00 pm","Rappoport, Daniel",8.0,57,0.0,8.0,57,0.0,,,,19.0,46,0.0,19.0,46,0.0,25.0,40,0.0
33032-81,33032,81,Managing the Workplace,Winter,2024,"Tuesday, 6:00 pm - 9:00 pm","Kole, Stacey",27.0,38,0.0,26.0,39,0.0,,,,30.0,35,0.0,30.0,35,0.0,45.0,20,0.0
33050-01,33050,01,Macroeconomics and the Business Environment,Winter,2024,"Tuesday, 01:30 pm - 04:30 pm","Rubbo, Elisa",39.0,26,0.0,50.0,15,0.0,,,,,,,,,,42.0,23,0.0
33050-85,33050,85,Macroeconomics and the Business Environment,Winter,2024,"Saturday, 9:00 am - 12:00 pm","Rubbo, Elisa",50.0,15,0.0,45.0,20,0.0,,,,46.0,19,0.0,46.0,19,0.0,62.0,3,0.0
33112-01,33112,01,Business in Historical Perspective,Winter,2024,"Monday, 08:30 am - 11:30 am","Hornbeck, Richard",38.0,33,0.0,58.0,9,0.0,,,,58.0,7,0.0,58.0,7,0.0,65.0,CLO,10.0
33112-02,33112,02,Business in Historical Perspective,Winter,2024,"Monday, 01:30 pm - 04:30 pm","Hornbeck, Richard",65.0,CLO,486.0,65.0,CLO,3002.0,,,,65.0,CLO,0.0,65.0,CLO,0.0,63.0,2,0.0
33112-85,33112,85,Business in Historical Perspective,Winter,2024,"Saturday, 9:00 am - 12:00 pm","Hornbeck, Richard",37.0,28,0.0,40.0,25,0.0,,,,44.0,21,0.0,45.0,20,0.0,50.0,15,0.0
33450-01,33450,01,Real Estate Investments I,Winter,2024,"Thursday, 01:30 pm - 04:30 pm","Pagliari, Joseph",42.0,23,0.0,46.0,19,0.0,,,,,,,,,,45.0,20,0.0
33450-81,33450,81,Real Estate Investments I,Winter,2024,"Thursday, 6:00 pm - 9:00 pm","Pagliari, Joseph",26.0,39,0.0,28.0,37,0.0,,,,28.0,37,0.0,28.0,37,0.0,30.0,35,0.0
33450-85,33450,85,Real Estate Investments I,Winter,2024,"Saturday, 9:00 am - 12:00 pm","Pagliari, Joseph",21.0,44,0.0,22.0,43,0.0,,,,24.0,41,0.0,25.0,40,0.0,33.0,32,0.0
33471-01,33471,01,"Business, Politics, and Ethics",Winter,2024,"Tuesday, 08:30 am - 11:30 am","Barry, Brian",42.0,CLO,5169.0,42.0,CLO,6001.0,,,,42.0,CLO,0.0,42.0,CLO,0.0,42.0,CLO,0.0
33471-02,33471,02,"Business, Politics, and Ethics",Winter,2024,"Tuesday, 01:30 pm - 04:30 pm","Barry, Brian",42.0,CLO,4500.0,42.0,CLO,7070.0,,,,42.0,CLO,0.0,42.0,CLO,0.0,42.0,CLO,7001.0
33471-81,33471,81,"Business, Politics, and Ethics",Winter,2024,"Tuesday, 6:00 pm - 9:00 pm","Barry, Brian",36.0,6,0.0,42.0,CLO,21.0,,,,42.0,CLO,0.0,42.0,CLO,0.0,42.0,CLO,9000.0
33502-01,33502,01,International Financial Policy,Winter,2024,"Wednesday, 01:30 pm - 04:30 pm","Kekre, Rohan",34.0,31,0.0,48.0,17,0.0,,,,48.0,17,0.0,48.0,17,0.0,53.0,12,0.0
33502-02,33502,02,International Financial Policy,Winter,2024,"Thursday, 01:30 pm - 04:30 pm","Kekre, Rohan",36.0,29,0.0,45.0,20,0.0,,,,45.0,20,0.0,43.0,22,0.0,41.0,24,0.0
33502-81,33502,81,International Financial Policy,Winter,2024,"Wednesday, 6:00 pm - 9:00 pm","Kekre, Rohan",14.0,51,0.0,23.0,42,0.0,,,,23.0,42,0.0,23.0,42,0.0,32.0,33,0.0
33503-01,33503,01,Managing the Firm in the Global Economy,Winter,2024,"Tuesday, 08:30 am - 11:30 am","Dingel, Jonathan",65.0,CLO,1500.0,65.0,CLO,7777.0,,,,65.0,CLO,0.0,65.0,CLO,0.0,65.0,CLO,0.0
33503-02,33503,02,Managing the Firm in the Global Economy,Winter,2024,"Tuesday, 01:30 pm - 04:30 pm","Dingel, Jonathan",65.0,CLO,3225.0,65.0,CLO,0.0,,,,65.0,CLO,0.0,65.0,CLO,0.0,65.0,CLO,0.0
33503-85,33503,85,Managing the Firm in the Global Economy,Winter,2024,"Saturday, 9:00 am - 12:00 pm","Dingel, Jonathan",62.0,4,0.0,62.0,3,0.0,,,,62.0,3,0.0,62.0,3,0.0,65.0,CLO,5000.0
33610-60,33610,60,Applied Economics Workshop,Winter,2024,"Wednesday, 01:20 pm - 02:50 pm","Bertrand, Marianne; Kamenica, Emir",5.0,30,0.0,6.0,29,0.0,,,,,,,,,,8.0,27,0.0
33630-60,33630,60,Workshop: Money and Banking,Winter,2024,"Wednesday, 03:30 pm - 05:00 pm","Staff, Staff",0.0,30,0.0,0.0,30,0.0,,,,,,,,,,0.0,30,0.0
33650-60,33650,60,Workshop in Macro and International Economics,Winter,2024,"Monday, 11:45 am - 01:15 pm","Lorenzoni, Guido; Vavra, Joseph",0.0,65,0.0,0.0,65,0.0,,,,,,,,,,0.0,65,0.0
33904-50,33904,50,Microeconomics Reading and Research Seminar,Winter,2024,"Monday, 03:30 pm - 05:00 pm","Budish, Eric; Notowidigdo, Matthew",2.0,20,0.0,2.0,20,0.0,,,,,,,,,,3.0,19,0.0
33922-50,33922,50,Advanced Industrial Organization II,Winter,2024,"Thursday,Tuesday, 12:30 pm - 01:50 pm","Hortacsu, Ali",8.0,22,0.0,9.0,21,0.0,,,,,,,,,,10.0,20,0.0
34101-01,34101,01,Entrepreneurial Finance and Private Equity,Winter,2024,"Friday, 08:30 am - 11:30 am","Meadow, Scott",65.0,CLO,5161.0,65.0,CLO,10038.0,,,,,,,,,,65.0,CLO,15000.0
34101-85,34101,85,Entrepreneurial Finance and Private Equity,Winter,2024,"Saturday, 9:00 am - 12:00 pm","Meadow, Scott",61.0,4,0.0,65.0,CLO,1000.0,,,,65.0,CLO,0.0,65.0,CLO,0.0,65.0,CLO,17543.0
34102-01,34102,01,New Venture Strategy,Winter,2024,"Wednesday, 08:30 am - 11:30 am","Bunch, Gregory",63.0,2,0.0,65.0,CLO,1078.0,,,,,,,,,,63.0,2,0.0
34102-02,34102,02,New Venture Strategy,Winter,2024,"Wednesday, 6:00 pm - 9:00 pm","Schrager, James",20.0,45,0.0,31.0,36,0.0,,,,,,,,,,50.0,15,0.0
34102-85,34102,85,New Venture Strategy,Winter,2024,"Saturday, 1:30 pm - 4:30 pm","Schrager, James",47.0,18,0.0,55.0,10,0.0,,,,59.0,6,0.0,60.0,5,0.0,62.0,3,0.0
34103-01,34103,01,Building the New Venture,Winter,2024,"Monday, 01:30 pm - 04:30 pm","Fried, Jennifer",19.0,26,0.0,21.0,24,0.0,,,,,,,,,,22.0,23,0.0
34103-81,34103,81,Building the New Venture,Winter,2024,"Tuesday, 6:00 pm - 9:00 pm","Metcalf, Scott",21.0,24,0.0,27.0,18,0.0,,,,27.0,18,0.0,27.0,18,0.0,29.0,16,0.0
34117-01,34117,01,Social Entrepreneurship and Innovation,Winter,2024,"Wednesday, 01:30 pm - 04:30 pm","Gertner, Robert",40.0,CLO,521.0,40.0,CLO,2633.0,,,,40.0,CLO,0.0,44.0,CLO,0.0,44.0,CLO,4429.0
34206-01,34206,01,"Women As CEOs, Entrepreneurs, Investors, Executives & Directors ",Winter,2024,"Tuesday, 01:30 pm - 04:30 pm","Rapp, Alyssa",54.0,11,0.0,63.0,2,0.0,,,,64.0,1,0.0,63.0,2,0.0,61.0,4,0.0
34302-01,34302,01,Entrepreneurship through Acquisition,Winter,2024,"Tuesday, 01:30 pm - 04:30 pm","Agnew, Mark; O'Connor, Brian",65.0,CLO,9767.0,65.0,CLO,16000.0,,,,65.0,CLO,0.0,65.0,CLO,0.0,65.0,CLO,11140.0
34902-50,34902,50,Asset Pricing II,Winter,2024,"Friday,Wednesday, 8:30 am - 9:50 am","Koijen, Ralph; Nagel, Stefan",3.0,17,0.0,3.0,17,0.0,,,,3.0,17,0.0,3.0,17,0.0,3.0,17,0.0
34904-50,34904,50,Corporate Finance II,Winter,2024,"Thursday,Tuesday, 10:10 am - 11:30 am","Sufi, Amir",2.0,20,0.0,2.0,20,0.0,,,,,,,,,,2.0,20,0.0
35000-01,35000,01,Investments,Winter,2024,"Monday, 08:30 am - 11:30 am","Dew-Becker, Ian",65.0,CLO,1052.0,65.0,CLO,3000.0,,,,,,,,,,65.0,CLO,9600.0
35000-02,35000,02,Investments,Winter,2024,"Monday, 01:30 pm - 04:30 pm","Dew-Becker, Ian",65.0,CLO,1500.0,65.0,CLO,6000.0,,,,,,,,,,65.0,CLO,2637.0
35000-85,35000,85,Investments,Winter,2024,"Saturday, 9:00 am - 12:00 pm","Dew-Becker, Ian",26.0,39,0.0,25.0,40,0.0,,,,26.0,39,0.0,26.0,39,0.0,58.0,14,0.0
35100-81,35100,81,Financial Instruments,Winter,2024,"Monday, 6:00 pm - 9:00 pm","Heaton, John",18.0,47,0.0,19.0,46,0.0,,,,19.0,46,0.0,19.0,46,0.0,18.0,47,0.0
35150-01,35150,01,Advanced Investments,Winter,2024,"Thursday, 08:30 am - 11:30 am","Nagel, Stefan",13.0,52,0.0,17.0,48,0.0,,,,17.0,48,0.0,17.0,48,0.0,18.0,47,0.0
35150-85,35150,85,Advanced Investments,Winter,2024,"Saturday, 9:00 am - 12:00 pm","Nagel, Stefan",21.0,44,0.0,23.0,42,0.0,,,,23.0,42,0.0,23.0,42,0.0,22.0,43,0.0
35200-01,35200,01,Corporation Finance,Winter,2024,"Wednesday, 08:30 am - 11:30 am","Kashyap, Anil",50.0,15,0.0,51.0,14,0.0,,,,,,,,,,55.0,10,0.0
35200-02,35200,02,Corporation Finance,Winter,2024,"Wednesday, 05:00 pm - 08:00 pm","Kashyap, Anil",12.0,53,0.0,12.0,53,0.0,,,,,,,,,,15.0,50,0.0
35200-85,35200,85,Corporation Finance,Winter,2024,"Saturday, 1:30 pm - 4:30 pm","Kashyap, Anil",19.0,46,0.0,19.0,46,0.0,,,,19.0,46,0.0,19.0,46,0.0,28.0,37,0.0
35207-01,35207,01,Consumer Finance,Winter,2024,"Tuesday, 08:30 am - 11:30 am","Nelson, Scott",31.0,34,0.0,62.0,3,0.0,,,,62.0,3,0.0,62.0,3,0.0,63.0,2,0.0
35207-02,35207,02,Consumer Finance,Winter,2024,"Thursday, 01:30 pm - 04:30 pm","Nelson, Scott",45.0,20,0.0,61.0,4,0.0,,,,61.0,4,0.0,60.0,5,0.0,65.0,CLO,50.0
35207-85,35207,85,Consumer Finance,Winter,2024,"Saturday, 1:30 pm - 4:30 pm","Nelson, Scott",23.0,42,0.0,24.0,41,0.0,,,,24.0,41,0.0,24.0,41,0.0,28.0,37,0.0
35214-01,35214,01,"Debt, Distress, and Restructuring",Winter,2024,"Wednesday, 1:30 pm - 4:30 pm","Sufi, Amir",65.0,CLO,3609.0,65.0,CLO,0.0,,,,65.0,CLO,0.0,65.0,CLO,0.0,65.0,CLO,15723.0
35214-81,35214,81,"Debt, Distress, and Restructuring",Winter,2024,"Tuesday, 6:00 pm - 9:00 pm","Sufi, Amir",52.0,13,0.0,58.0,7,0.0,,,,59.0,6,0.0,59.0,6,0.0,65.0,CLO,10000.0
35600-60,35600,60,Seminar: Finance,Winter,2024,"Tuesday, 01:20 pm - 02:50 pm","Koijen, Ralph; Sufi, Amir",4.0,61,0.0,5.0,60,0.0,,,,,,,,,,5.0,60,0.0
35916-50,35916,50,New Developments in Public Finance,Winter,2024,"Monday, 01:30 pm - 04:30 pm","Ganong, Peter; Noel, Pascal; Zwick, Eric",1.0,34,0.0,1.0,34,0.0,,,,,,,,,,1.0,34,0.0
35931-01,35931,01,Research Seminar,Winter,2024,"Thursday,Tuesday, 02:00 pm - 03:20 pm","Lorenzoni, Guido",0.0,20,0.0,0.0,20,0.0,,,,,,,,,,0.0,20,0.0
35931-50,35931,50,Research Seminar,Winter,2024,"Monday, 08:45 am - 11:45 am","Nagel, Stefan; Zwick, Eric",3.0,17,0.0,4.0,16,0.0,,,,,,,,,,5.0,15,0.0
36106-01,36106,01,Managerial Decision Modeling,Winter,2024,"Monday, 01:30 pm - 04:30 pm","Sandikci, Burhaneddin",45.0,CLO,2012.0,45.0,CLO,4000.0,,,,,,,,,,45.0,CLO,2000.0
36106-81,36106,81,Managerial Decision Modeling,Winter,2024,"Monday, 6:00 pm - 9:00 pm","Sandikci, Burhaneddin",45.0,CLO,562.0,45.0,CLO,2000.0,,,,45.0,CLO,0.0,45.0,CLO,0.0,45.0,CLO,5000.0
36106-85,36106,85,Managerial Decision Modeling,Winter,2024,"Saturday, 1:30 pm - 4:30 pm","Sandikci, Burhaneddin",23.0,22,0.0,22.0,23,0.0,,,,24.0,21,0.0,25.0,20,0.0,34.0,12,0.0
36600-60,36600,60,Workshop in Operations/Management Science,Winter,2024,"Tuesday, 12:10 pm - 01:10 pm","Ward, Amy",7.0,58,0.0,7.0,58,0.0,,,,,,,,,,7.0,58,0.0
36903-01,36903,01,Convex Optimization,Winter,2024,"Monday,Wednesday, 11:00 am - 12:20 pm","Staff, Staff",5.0,30,0.0,6.0,29,0.0,,,,,,,,,,7.0,28,0.0
36914-50,36914,50,Queueing Theory,Winter,2024,"Monday, 01:00 pm - 04:00 pm","Zhong, Yuan",3.0,17,0.0,3.0,17,0.0,,,,,,,,,,3.0,17,0.0
37000-01,37000,01,Marketing Strategy,Winter,2024,"Wednesday, 08:30 am - 11:30 am","Strulov-Shlain, Avner",38.0,27,0.0,43.0,22,0.0,,,,,,,,,,43.0,23,0.0
37000-02,37000,02,Marketing Strategy,Winter,2024,"Thursday, 08:30 am - 11:30 am","Kraft, Andreas",37.0,28,0.0,40.0,25,0.0,,,,,,,,,,40.0,25,0.0
37000-03,37000,03,Marketing Strategy,Winter,2024,"Thursday, 03:00 pm - 06:00 pm","Kraft, Andreas",22.0,43,0.0,23.0,42,0.0,,,,,,,,,,24.0,41,0.0
37000-81,37000,81,Marketing Strategy,Winter,2024,"Wednesday, 6:00 pm - 9:00 pm","Strulov-Shlain, Avner",12.0,53,0.0,12.0,53,0.0,,,,14.0,51,0.0,14.0,51,0.0,17.0,48,0.0
37000-82,37000,82,Marketing Strategy,Winter,2024,"Friday, 6:00 pm - 9:00 pm","Krohn, Christopher",54.0,11,0.0,55.0,10,0.0,,,,64.0,1,0.0,64.0,1,0.0,65.0,CLO,2321.0
37101-01,37101,01,Consumer Behavior,Winter,2024,"Wednesday, 01:30 pm - 04:30 pm","Bartels, Daniel",65.0,CLO,2000.0,65.0,CLO,2991.0,,,,,,,,,,65.0,CLO,3000.0
37101-02,37101,02,Consumer Behavior,Winter,2024,"Thursday, 08:30 am - 11:30 am","Bartels, Daniel",64.0,14,0.0,65.0,CLO,555.0,,,,,,,,,,65.0,3,0.0
37101-81,37101,81,Consumer Behavior,Winter,2024,"Wednesday, 6:00 pm - 9:00 pm","Bartels, Daniel",38.0,27,0.0,38.0,27,0.0,,,,43.0,22,0.0,44.0,21,0.0,59.0,6,0.0
37107-01,37107,01,Experimental Marketing,Winter,2024,"Thursday, 01:30 pm - 04:30 pm","Urminsky, Oleg",19.0,46,0.0,18.0,47,0.0,,,,18.0,47,0.0,18.0,47,0.0,16.0,49,0.0
37107-81,37107,81,Experimental Marketing,Winter,2024,"Thursday, 6:00 pm - 9:00 pm","Urminsky, Oleg",11.0,54,0.0,13.0,52,0.0,,,,13.0,52,0.0,13.0,52,0.0,18.0,47,0.0
37110-01,37110,01,Marketing Strategy (with Sustainability Simulation),Winter,2024,"Thursday, 08:30 am - 11:30 am","Chintagunta, Pradeep",30.0,35,0.0,38.0,27,0.0,,,,38.0,27,0.0,38.0,27,0.0,36.0,29,0.0
37200-81,37200,81,New Products and Services,Winter,2024,"Friday, 6:00 pm - 9:00 pm","Middlebrooks, Arthur",65.0,CLO,2700.0,61.0,CLO,0.0,,,,61.0,CLO,0.0,61.0,CLO,0.0,60.0,CLO,0.0
37209-81,37209,81,Brand Management in a Digital Age,Winter,2024,"Monday, 6:00 pm - 9:00 pm","Hafen, Tom",65.0,CLO,791.0,65.0,CLO,6001.0,,,,65.0,CLO,0.0,65.0,CLO,0.0,65.0,CLO,16895.0
37601-60,37601,60,Marketing Workshop,Winter,2024,"Tuesday, 10:40 am - 12:00 pm","Compiani, Giovanni; Donnelly, Kristin",3.0,62,0.0,3.0,62,0.0,,,,,,,,,,3.0,62,0.0
37902-50,37902,50,Foundations of Advanced Quantitative Marketing,Winter,2024,"Monday, 05:00 pm - 08:00 pm","Chintagunta, Pradeep",1.0,19,0.0,2.0,18,0.0,,,,,,,,,,2.0,18,0.0
37903-50,37903,50,Adv Mktg Theory: Behavioral Science Approach,Winter,2024,"Wednesday, 01:30 pm - 04:30 pm","Sussman, Abigail",2.0,18,0.0,3.0,17,0.0,,,,,,,,,,3.0,17,0.0
37904-50,37904,50,Advanced Quantitative Marketing,Winter,2024,"Monday, 01:30 pm - 04:30 pm","Dubé, Jean-Pierre; Hitsch, Guenter",4.0,16,0.0,4.0,16,0.0,,,,,,,,,,4.0,16,0.0
37905-50,37905,50,Marketing Literature Seminar,Winter,2024,"Wednesday, 01:00 pm - 04:00 pm","Hitsch, Guenter; Smith, Stephanie",8.0,14,0.0,7.0,15,0.0,,,,7.0,15,0.0,7.0,15,0.0,7.0,15,0.0
37906-50,37906,50,Applied Bayesian Econometrics,Winter,2024,"Monday, 08:15 am - 11:15 am","Misra, Sanjog",3.0,19,0.0,4.0,18,0.0,,,,,,,,,,5.0,17,0.0
38001-01,38001,01,Managing in Organizations,Winter,2024,"Wednesday, 01:30 pm - 04:30 pm","Wittenbrink, Bernd",53.0,12,0.0,60.0,5,0.0,,,,,,,,,,62.0,3,0.0
38001-02,38001,02,Managing in Organizations,Winter,2024,"Thursday, 01:30 pm - 04:30 pm","Wittenbrink, Bernd",42.0,23,0.0,55.0,10,0.0,,,,,,,,,,57.0,8,0.0
38001-81,38001,81,Managing in Organizations,Winter,2024,"Wednesday, 6:00 pm - 9:00 pm","Wittenbrink, Bernd",26.0,39,0.0,31.0,34,0.0,,,,39.0,26,0.0,39.0,26,0.0,43.0,22,0.0
38101-81,38101,81,Persuasion: Effective Business Communication,Winter,2024,"Thursday, 6:00 pm - 9:00 pm","Weitzman, Hal",36.0,CLO,9000.0,36.0,CLO,12000.0,,,,36.0,CLO,0.0,36.0,CLO,0.0,36.0,CLO,0.0
38103-01,38103,01,Strategies and Processes of Negotiation,Winter,2024,"Thursday, 08:30 am - 11:30 am","Koch, Alex",55.0,CLO,2507.0,55.0,CLO,1278.0,,,,,,,,,,55.0,CLO,5339.0
38103-02,38103,02,Strategies and Processes of Negotiation,Winter,2024,"Thursday, 01:30 pm - 04:30 pm","Koch, Alex",55.0,CLO,3547.0,55.0,CLO,3000.0,,,,,,,,,,55.0,CLO,0.0
38103-03,38103,03,Strategies and Processes of Negotiation,Winter,2024,"Wednesday, 01:30 pm - 04:30 pm","Kirgios, Erika",55.0,CLO,3303.0,55.0,CLO,6003.0,,,,,,,,,,55.0,CLO,0.0
38103-04,38103,04,Strategies and Processes of Negotiation,Winter,2024,"Wednesday, 05:00 pm - 08:00 pm","Kirgios, Erika",55.0,5,0.0,55.0,CLO,4001.0,,,,,,,,,,55.0,CLO,4000.0
38115-85,38115,85,Ethics of Business,Winter,2024,"Saturday, 1:30 pm - 4:30 pm","Rollert, John",27.0,38,0.0,41.0,24,0.0,,,,45.0,20,0.0,45.0,20,0.0,50.0,15,0.0
38119-01,38119,01,Designing a Good Life,Winter,2024,"Tuesday, 08:30 am - 11:30 am","Epley, Nicholas",65.0,CLO,7129.0,65.0,CLO,18111.0,,,,65.0,CLO,0.0,65.0,CLO,0.0,65.0,CLO,0.0
38119-02,38119,02,Designing a Good Life,Winter,2024,"Tuesday, 01:30 pm - 04:30 pm","Epley, Nicholas",65.0,CLO,5937.0,65.0,CLO,10852.0,,,,65.0,CLO,0.0,65.0,CLO,0.0,65.0,CLO,0.0
